"Dependents","MultipleLines","InternetService","Contract","tenure","MonthlyCharges","Churn","confidence(No)","confidence(Yes)","prediction(Churn)","cost"
"No","Yes","Fiber optic","Month-to-month",41.0,106.5,"No",0.6058237185665393,0.3941762814334607,"No",0.2116474371330786
"Yes","No","DSL","Month-to-month",4.0,49.35,"Yes",0.8859024881690821,0.11409751183091789,"No",0.7718049763381643
"No","No","Fiber optic","One year",26.0,75.5,"No",0.8926099988674823,0.10739000113251784,"No",0.7852199977349644
"No","No","Fiber optic","Month-to-month",7.0,94.25,"Yes",0.42692058169696806,0.573079418303032,"Yes",0.14615883660606394
"No","No","DSL","Two year",48.0,78.9,"No",0.9532721288022833,0.046727871197716764,"No",0.9065442576045666
"No","Yes","Fiber optic","Month-to-month",2.0,93.85,"Yes",0.2769149759860426,0.7230850240139576,"Yes",0.446170048027915
"No","Yes","Fiber optic","Month-to-month",4.0,76.05,"Yes",0.34666377524844644,0.6533362247515536,"Yes",0.3066724495031072
"No","No","DSL","Month-to-month",1.0,24.45,"Yes",0.7996435859900733,0.20035641400992668,"No",0.5992871719801467
"No","No","DSL","Two year",42.0,66.5,"No",0.9534155988854073,0.04658440111459272,"No",0.9068311977708146
"No","Yes","Fiber optic","Two year",72.0,110.9,"No",0.9362500553248133,0.06374994467518667,"No",0.8725001106496266
"No","Yes","Fiber optic","Month-to-month",55.0,77.75,"No",0.8547512307550647,0.1452487692449354,"No",0.7095024615101293
"No","No","DSL","Two year",57.0,19.9,"No",0.958529103994441,0.041470896005559,"No",0.917058207988882
"No","No","Fiber optic","Month-to-month",1.0,79.05,"Yes",0.38980066558361104,0.610199334416389,"Yes",0.22039866883277792
"No","No","Fiber optic","Month-to-month",1.0,95.0,"Yes",0.37916480319087237,0.6208351968091276,"Yes",0.2416703936182552
"Yes","Yes","DSL","One year",52.0,80.85,"No",0.9533469943398344,0.04665300566016565,"No",0.9066939886796688
"No","Yes","Fiber optic","Month-to-month",41.0,98.4,"Yes",0.638669305491339,0.36133069450866095,"No",0.2773386109826781
"No","No","DSL","One year",43.0,56.35,"No",0.9469342295989921,0.053065770401007815,"No",0.8938684591979843
"Yes","No","DSL","Two year",55.0,55.25,"No",0.9581343253962307,0.04186567460376931,"No",0.9162686507924613
"Yes","Yes","Fiber optic","Month-to-month",12.0,84.05,"No",0.48568152245995994,0.5143184775400401,"Yes",0.028636955080080184
"No","Yes","Fiber optic","Month-to-month",10.0,89.8,"Yes",0.3525135261191454,0.6474864738808547,"Yes",0.2949729477617093
"No","No","DSL","Month-to-month",9.0,19.85,"No",0.8888715192880663,0.1111284807119337,"No",0.7777430385761326
"No","No","Fiber optic","Month-to-month",26.0,91.25,"Yes",0.6914801715337201,0.3085198284662799,"No",0.3829603430674402
"No","No","DSL","Month-to-month",8.0,54.75,"No",0.7819096946174146,0.21809030538258548,"No",0.5638193892348291
"No","Yes","DSL","Month-to-month",15.0,49.1,"Yes",0.8784806170551825,0.12151938294481751,"No",0.7569612341103651
"Yes","Yes","Fiber optic","Two year",66.0,90.95,"No",0.9491460083914527,0.05085399160854729,"No",0.8982920167829054
"No","Yes","Fiber optic","Month-to-month",18.0,85.45,"Yes",0.480308239156992,0.5196917608430079,"Yes",0.03938352168601594
"No","Yes","Fiber optic","Two year",61.0,94.1,"Yes",0.9394362580633205,0.060563741936679426,"No",0.8788725161266411
"No","No","Fiber optic","Month-to-month",18.0,73.55,"No",0.6609277628099163,0.33907223719008367,"No",0.3218555256198326
"No","Yes","Fiber optic","Two year",58.0,109.1,"No",0.9244934910826782,0.07550650891732186,"No",0.8489869821653564
"Yes","Yes","Fiber optic","Month-to-month",6.0,94.05,"No",0.36111577517427507,0.6388842248257249,"Yes",0.27776844965144987
"No","Yes","DSL","Two year",72.0,78.85,"No",0.9536543435909571,0.04634565640904285,"No",0.9073086871819143
"No","No","DSL","Month-to-month",4.0,55.3,"No",0.7481016111671709,0.25189838883282906,"No",0.49620322233434183
"Yes","Yes","DSL","Two year",0.0,25.35,"No",0.9569600049437686,0.043039995056231385,"No",0.9139200098875373
"No","Yes","Fiber optic","Month-to-month",43.0,101.0,"Yes",0.6444629537213684,0.3555370462786316,"No",0.28892590744273683
"No","Yes","DSL","One year",51.0,78.65,"No",0.9441040484521762,0.05589595154782371,"No",0.8882080969043525
"Yes","No","DSL","One year",57.0,70.1,"Yes",0.9541750566389813,0.04582494336101872,"No",0.9083501132779626
"Yes","No","DSL","One year",24.0,19.9,"No",0.9576433749934701,0.04235662500652987,"No",0.9152867499869402
"No","Yes","DSL","One year",35.0,85.95,"Yes",0.9420342324941872,0.05796576750581275,"No",0.8840684649883744
"No","No","DSL","Month-to-month",2.0,49.2,"No",0.7167369701576582,0.2832630298423417,"No",0.43347394031531655
"No","Yes","Fiber optic","Two year",58.0,109.45,"Yes",0.9242509341717234,0.07574906582827652,"No",0.8485018683434469
"Yes","No","DSL","Two year",46.0,19.25,"No",0.9591835859642771,0.04081641403572291,"No",0.9183671719285542
"No","No","DSL","Month-to-month",1.0,19.65,"No",0.8368378001034728,0.16316219989652728,"No",0.6736756002069455
"No","No","DSL","One year",47.0,86.95,"No",0.9432031921080314,0.05679680789196858,"No",0.8864063842160628
"Yes","No","DSL","Month-to-month",19.0,25.35,"No",0.9410110137849413,0.058988986215058714,"No",0.8820220275698827
"Yes","No","Fiber optic","Two year",26.0,105.45,"No",0.9270348747251315,0.07296512527486858,"No",0.8540697494502629
"No","Yes","Fiber optic","Month-to-month",17.0,102.55,"No",0.392093169417943,0.6079068305820571,"Yes",0.2158136611641141
"Yes","Yes","DSL","Month-to-month",1.0,24.0,"No",0.9335842026835516,0.06641579731644842,"No",0.8671684053671032
"No","No","DSL","Two year",26.0,73.5,"No",0.951566750005768,0.048433249994231986,"No",0.9031335000115359
"Yes","Yes","Fiber optic","One year",41.0,111.95,"Yes",0.8791163920928952,0.1208836079071048,"No",0.7582327841857903
"Yes","No","DSL","One year",21.0,55.95,"Yes",0.9536603222923076,0.04633967770769252,"No",0.907320644584615
"No","No","DSL","Month-to-month",1.0,45.75,"Yes",0.7022917419069924,0.29770825809300755,"No",0.40458348381398485
"No","Yes","DSL","Two year",71.0,65.15,"No",0.9552482215340503,0.04475177846594971,"No",0.9104964430681006
"No","Yes","Fiber optic","Month-to-month",18.0,88.85,"No",0.4589655110183619,0.5410344889816381,"Yes",0.08206897796327617
"No","Yes","Fiber optic","One year",72.0,106.85,"No",0.858762242065379,0.14123775793462087,"No",0.7175244841307581
"No","No","Fiber optic","Month-to-month",1.0,80.15,"Yes",0.38754602533251187,0.6124539746674881,"Yes",0.2249079493349762
"No","No","DSL","One year",13.0,19.3,"No",0.9532551540432018,0.04674484595679823,"No",0.9065103080864036
"No","Yes","DSL","One year",42.0,56.1,"No",0.9500190662217037,0.04998093377829638,"No",0.9000381324434074
"No","Yes","Fiber optic","Two year",68.0,118.6,"No",0.9283025241587272,0.07169747584127284,"No",0.8566050483174543
"No","Yes","DSL","One year",48.0,25.05,"No",0.9571903351113745,0.042809664888625566,"No",0.9143806702227489
"No","Yes","Fiber optic","Month-to-month",52.0,109.1,"No",0.6744703101126838,0.3255296898873164,"No",0.34894062022536737
"No","Yes","Fiber optic","Two year",67.0,111.3,"No",0.9317631827991585,0.06823681720084164,"No",0.8635263655983169
"No","No","DSL","Month-to-month",1.0,29.9,"No",0.7546323140514234,0.2453676859485766,"No",0.5092646281028468
"No","No","DSL","Month-to-month",3.0,35.2,"Yes",0.7420187566244393,0.25798124337556066,"No",0.4840375132488786
"No","No","Fiber optic","Month-to-month",1.0,78.8,"Yes",0.3903231755456982,0.6096768244543018,"Yes",0.21935364890860365
"No","Yes","Fiber optic","Two year",60.0,116.05,"No",0.9224617460580359,0.07753825394196417,"No",0.8449234921160718
"No","Yes","DSL","Two year",72.0,24.8,"No",0.9589744423131229,0.041025557686877136,"No",0.9179488846262458
"No","No","Fiber optic","Month-to-month",1.0,69.1,"Yes",0.4216330640490226,0.5783669359509774,"Yes",0.1567338719019548
"No","Yes","Fiber optic","Month-to-month",6.0,93.55,"Yes",0.3066820716519603,0.6933179283480397,"Yes",0.3866358566960794
"No","No","Fiber optic","Month-to-month",1.0,80.85,"Yes",0.3862028319714137,0.6137971680285863,"Yes",0.2275943360571726
"Yes","Yes","Fiber optic","One year",48.0,82.05,"Yes",0.9299019419315943,0.07009805806840567,"No",0.8598038838631886
"No","Yes","DSL","One year",37.0,72.1,"No",0.9451444161696293,0.05485558383037074,"No",0.8902888323392586
"No","No","DSL","Month-to-month",3.0,20.55,"Yes",0.8466393342333328,0.15336066576666707,"No",0.6932786684666657
"Yes","Yes","Fiber optic","One year",67.0,109.4,"No",0.9096040936005191,0.09039590639948104,"No",0.819208187201038
"No","No","DSL","Month-to-month",25.0,71.05,"No",0.8913549656187404,0.10864503438125961,"No",0.7827099312374808
"No","Yes","Fiber optic","Month-to-month",2.0,78.55,"Yes",0.3163952662063785,0.6836047337936214,"Yes",0.36720946758724293
"No","No","DSL","Two year",70.0,19.85,"No",0.9588004936931065,0.04119950630689354,"No",0.917600987386213
"No","No","DSL","Month-to-month",4.0,20.15,"No",0.8568381107257156,0.14316188927428422,"No",0.7136762214514314
"Yes","No","Fiber optic","Month-to-month",1.0,78.65,"Yes",0.44437803774099277,0.5556219622590071,"Yes",0.11124392451801429
"No","No","DSL","Month-to-month",1.0,42.9,"Yes",0.6997960122007284,0.30020398779927165,"No",0.39959202440145675
"Yes","No","DSL","One year",9.0,20.25,"No",0.9561022858405165,0.04389771415948368,"No",0.9122045716810327
"Yes","No","Fiber optic","One year",56.0,88.9,"No",0.9284631827113277,0.07153681728867232,"No",0.8569263654226553
"Yes","Yes","DSL","Month-to-month",18.0,57.65,"No",0.9354129484979775,0.06458705150202258,"No",0.8708258969959549
"No","Yes","Fiber optic","Two year",72.0,108.05,"No",0.938160847407365,0.06183915259263497,"No",0.8763216948147301
"No","Yes","Fiber optic","Month-to-month",16.0,73.85,"Yes",0.5372820981451835,0.4627179018548165,"No",0.07456419629036698
"No","No","DSL","Month-to-month",3.0,57.55,"No",0.744154866264047,0.2558451337359531,"No",0.48830973252809395
"No","No","DSL","Month-to-month",8.0,29.25,"No",0.8274614950305773,0.1725385049694228,"No",0.6549229900611545
"No","No","DSL","Two year",68.0,19.6,"No",0.9587754497400961,0.0412245502599039,"No",0.9175508994801922
"No","Yes","Fiber optic","One year",52.0,106.5,"No",0.8080130246184365,0.19198697538156353,"No",0.616026049236873
"Yes","Yes","Fiber optic","Two year",72.0,107.7,"No",0.9446022962324214,0.055397703767578556,"No",0.8892045924648428
"No","No","DSL","One year",32.0,19.3,"No",0.9557248808672424,0.04427511913275756,"No",0.9114497617344848
"No","No","DSL","Two year",72.0,20.05,"No",0.958825874902867,0.041174125097133085,"No",0.9176517498057339
"No","No","Fiber optic","Two year",63.0,110.1,"No",0.9416299428837206,0.058370057116279385,"No",0.8832598857674412
"Yes","Yes","DSL","Two year",66.0,25.3,"No",0.9594629172261288,0.04053708277387117,"No",0.9189258344522576
"Yes","Yes","DSL","Two year",72.0,25.1,"No",0.959502614861798,0.04049738513820206,"No",0.919005229723596
"No","No","DSL","Month-to-month",16.0,54.55,"No",0.8360227491914093,0.16397725080859077,"No",0.6720454983828186
"No","Yes","Fiber optic","Month-to-month",11.0,76.5,"Yes",0.43480013432199516,0.5651998656780048,"Yes",0.13039973135600968
"No","Yes","DSL","One year",51.0,81.15,"No",0.9434291884884859,0.05657081151151416,"No",0.8868583769769718
"No","No","Fiber optic","Month-to-month",14.0,92.9,"No",0.5146364072267735,0.4853635927732265,"No",0.029272814453547014
"No","No","DSL","Two year",69.0,61.45,"No",0.9559704487678831,0.04402955123211697,"No",0.9119408975357661
"Yes","No","DSL","Month-to-month",42.0,54.5,"No",0.9403464782210111,0.05965352177898888,"No",0.8806929564420223
"No","No","Fiber optic","Month-to-month",2.0,69.6,"Yes",0.43111842763444314,0.5688815723655568,"Yes",0.13776314473111367
"No","Yes","Fiber optic","Month-to-month",39.0,99.75,"No",0.6133778466987683,0.38662215330123173,"No",0.22675569339753654
"Yes","Yes","DSL","Two year",72.0,80.85,"No",0.9571040437437905,0.042895956256209455,"No",0.9142080874875811
"No","No","DSL","Two year",38.0,20.3,"No",0.9578254409928767,0.04217455900712327,"No",0.9156508819857534
"Yes","No","DSL","One year",51.0,56.15,"No",0.9554062004471531,0.04459379955284698,"No",0.9108124008943062
"No","No","DSL","Two year",63.0,86.7,"No",0.9539107886023812,0.04608921139761881,"No",0.9078215772047624
"Yes","No","DSL","Two year",23.0,19.65,"No",0.9586273725358675,0.041372627464132526,"No",0.917254745071735
"No","Yes","DSL","One year",36.0,54.45,"No",0.9499855726507894,0.0500144273492105,"No",0.899971145301579
"No","No","DSL","Month-to-month",1.0,45.35,"No",0.701714126242651,0.29828587375734905,"No",0.4034282524853019
"No","Yes","DSL","One year",28.0,59.0,"No",0.9484425957143455,0.05155740428565442,"No",0.896885191428691
"Yes","No","DSL","One year",7.0,69.45,"No",0.9504298706337432,0.049570129366256786,"No",0.9008597412674864
"No","Yes","Fiber optic","Month-to-month",14.0,100.55,"Yes",0.3649022663370786,0.6350977336629214,"Yes",0.2701954673258428
"No","No","DSL","Two year",72.0,64.95,"No",0.9559217165442803,0.04407828345571981,"No",0.9118434330885604
"No","No","DSL","One year",42.0,19.8,"No",0.9560231362083661,0.043976863791633757,"No",0.9120462724167323
"No","No","Fiber optic","Month-to-month",4.0,74.8,"Yes",0.4324370831772806,0.5675629168227193,"Yes",0.13512583364543873
"No","No","DSL","Month-to-month",20.0,24.45,"Yes",0.9121061622929352,0.08789383770706476,"No",0.8242123245858705
"No","No","Fiber optic","Two year",63.0,109.2,"No",0.9419437669918951,0.05805623300810481,"No",0.8838875339837903
"Yes","No","DSL","Month-to-month",5.0,51.0,"No",0.8886243530909019,0.11137564690909811,"No",0.7772487061818039
"No","Yes","Fiber optic","Two year",72.0,110.45,"No",0.9365429002651825,0.06345709973481752,"No",0.873085800530365
"Yes","Yes","Fiber optic","Month-to-month",68.0,84.65,"No",0.8991176448033739,0.10088235519662603,"No",0.7982352896067478
"Yes","Yes","DSL","Two year",59.0,25.45,"No",0.9594025259686458,0.04059747403135409,"No",0.9188050519372918
"No","No","DSL","Two year",60.0,20.6,"No",0.9585692938904845,0.041430706109515436,"No",0.917138587780969
"No","No","DSL","Two year",46.0,60.75,"No",0.9541939462767557,0.0458060537232444,"No",0.9083878925535113
"No","No","DSL","Two year",59.0,64.05,"No",0.9550070401426439,0.04499295985735613,"No",0.9100140802852879
"Yes","No","DSL","Two year",58.0,59.75,"No",0.9580024684296601,0.04199753157033986,"No",0.9160049368593202
"No","Yes","Fiber optic","One year",46.0,100.25,"No",0.8199622147558653,0.18003778524413475,"No",0.6399244295117306
"No","No","DSL","Month-to-month",30.0,40.3,"Yes",0.8982490806626954,0.10175091933730461,"No",0.7964981613253908
"No","Yes","DSL","Month-to-month",11.0,60.25,"No",0.832575837066488,0.16742416293351212,"No",0.6651516741329758
"No","No","DSL","Month-to-month",34.0,56.25,"No",0.8950869939927291,0.1049130060072711,"No",0.7901739879854579
"Yes","No","DSL","Month-to-month",2.0,65.7,"Yes",0.8799424194235094,0.12005758057649062,"No",0.7598848388470187
"No","Yes","DSL","One year",56.0,64.65,"No",0.9488516389988094,0.05114836100119069,"No",0.8977032779976187
"Yes","No","DSL","One year",14.0,19.5,"No",0.956847436199063,0.04315256380093698,"No",0.913694872398126
"No","Yes","Fiber optic","Month-to-month",55.0,74.0,"No",0.8706944212286909,0.1293055787713092,"No",0.7413888424573817
"Yes","No","DSL","Month-to-month",14.0,65.45,"Yes",0.9122482611444095,0.08775173885559064,"No",0.8244965222888189
"No","Yes","Fiber optic","Two year",70.0,99.35,"No",0.9421544699326506,0.05784553006734947,"No",0.8843089398653011
"Yes","Yes","Fiber optic","Month-to-month",14.0,95.8,"No",0.4472535487374341,0.5527464512625659,"Yes",0.10549290252513183
"Yes","Yes","DSL","Two year",29.0,26.1,"No",0.9589132578094666,0.041086742190533466,"No",0.9178265156189331
"No","Yes","Fiber optic","Month-to-month",68.0,100.2,"Yes",0.8065424109680954,0.19345758903190471,"No",0.6130848219361907
"No","Yes","DSL","Two year",72.0,79.2,"No",0.9536090165158106,0.04639098348418937,"No",0.9072180330316213
"Yes","No","Fiber optic","Month-to-month",64.0,99.15,"No",0.8812207739243401,0.11877922607565992,"No",0.7624415478486801
"No","Yes","Fiber optic","Two year",72.0,94.45,"No",0.9455847727786487,0.054415227221351316,"No",0.8911695455572974
"No","No","DSL","Month-to-month",2.0,25.05,"Yes",0.8044408246193139,0.1955591753806861,"No",0.6088816492386278
"No","No","DSL","Two year",70.0,67.95,"No",0.9555557457841314,0.04444425421586858,"No",0.9111114915682628
"No","Yes","Fiber optic","Month-to-month",27.0,95.55,"Yes",0.5232410143077456,0.47675898569225444,"No",0.04648202861549117
"Yes","No","DSL","One year",53.0,62.85,"No",0.9547766160952985,0.04522338390470165,"No",0.9095532321905968
"No","No","DSL","Month-to-month",10.0,36.25,"No",0.8008143426195286,0.19918565738047153,"No",0.601628685239057
"No","No","DSL","Month-to-month",1.0,20.25,"Yes",0.8323626684151252,0.1676373315848749,"No",0.6647253368302503
"No","Yes","Fiber optic","Month-to-month",55.0,103.65,"No",0.7130416798009315,0.2869583201990686,"No",0.4260833596018629
"Yes","Yes","DSL","Two year",36.0,92.9,"No",0.9541410769902076,0.04585892300979246,"No",0.9082821539804151
"No","No","DSL","One year",47.0,19.9,"No",0.9562210875320809,0.04377891246791921,"No",0.9124421750641617
"No","No","Fiber optic","Month-to-month",1.0,85.45,"Yes",0.3812683957558077,0.6187316042441923,"Yes",0.2374632084883846
"No","Yes","Fiber optic","One year",63.0,99.9,"Yes",0.8529401788453836,0.14705982115461644,"No",0.7058803576907672
"No","Yes","Fiber optic","Month-to-month",21.0,103.85,"No",0.43444969605505723,0.5655503039449428,"Yes",0.13110060788988553
"No","Yes","DSL","Two year",71.0,24.85,"No",0.9589531562565092,0.04104684374349071,"No",0.9179063125130185
"No","No","DSL","Two year",71.0,49.35,"Yes",0.9570041410182966,0.04299585898170338,"No",0.9140082820365931
"No","No","DSL","Month-to-month",57.0,55.0,"No",0.9078237127688542,0.0921762872311459,"No",0.8156474255377083
"No","Yes","Fiber optic","Month-to-month",6.0,74.9,"Yes",0.3759178694936203,0.6240821305063796,"Yes",0.2481642610127593
"No","Yes","Fiber optic","Two year",72.0,117.35,"No",0.9322846343706123,0.06771536562938772,"No",0.8645692687412245
"No","No","DSL","Month-to-month",1.0,19.75,"No",0.8360911013933255,0.16390889860667443,"No",0.6721822027866511
